business_name,idstd,owner_age,owner_female,owner_education,hh_vulnerability,sector_experience,mgmt_practices_index,social_capital,push_entrepreneur,employment_regular,revenue_regular_usd,business_age,sector_food,location_type,formality_status,technology_index,operating_intensity,recordkeeping_index,has_loan,collateral_proxy,income_stable,financial_literacy_proxy,regulatory_barriers,institutional_quality,market_infrastructure,performance_index,formalization_readiness,resilience_proxy,efficiency_score,equity_score,sustainability_score,dominant_objective
Perniagaan Damai 1364,1310904,20,1,4,0.38669149463878805,25,0.8717585297993377,0.6310469489961815,0.05587074009237292,1,267.70988591084796,13,1,3,0,0.22225205794496017,0.42825539687738,0.6122863999249041,0,0.9750368816260305,0.9631403306829424,0.3648809508153896,0.540392497718897,0.7239684082233032,0.8677219552459882,0.6575360266754211,0.2666613343296014,0.03990547613242368,41.4485,55.4677,28.8372,Equity
Kedai Maju 1365,1386178,29,1,4,0.8028663723975461,19,0.8007120592184848,0.4072597581945191,0.0450201494571042,1,888.7308190882967,14,1,1,0,0.7604906901015573,0.5065716599757425,0.5544095244639364,0,0.8467812664327291,0.028745005799812096,0.9440941753204712,0.2681595469441671,0.27792247033107076,0.3181574658465809,0.13272645783347936,0.46454678280255823,0.5898783434049574,47.3454,72.1147,62.366,Equity
Restoran Makmur 1366,1230678,62,1,4,0.38655787373149264,32,0.7536492823215806,0.09703601137216322,0.1578922611080581,4,698.5073699219529,18,0,2,0,0.7597457964872898,0.9234612176357258,0.0812750788082478,0,0.4530149198420177,0.49071466579683676,0.8491182040995862,0.09812362874139069,0.495059648382997,0.3040887547056952,0.4360446674273668,0.9018596543698686,0.5052758701781712,56.7008,55.4623,69.5481,Sustainability
Kedai Setia 1367,1276218,35,1,4,0.204653529646327,8,0.8476326983857129,0.9474299981808262,0.9758105039340266,2,1009.7312736113806,8,1,3,0,0.38659887616968813,0.17207599199584567,0.1282922385388846,0,0.5249989474166741,0.5660455198323902,0.8212626428993761,0.26406167593524443,0.22118376885382485,0.09412452479923461,0.22542456704037683,0.179967331601684,0.9460199975501196,39.8247,48.1861,49.8446,Sustainability
Kedai Runcit Jaya 1368,1263230,65,0,4,0.06499026033876842,12,0.6196496815183151,0.4160790816386857,0.39866106644116317,1,533.1660586657013,5,1,1,0,0.3493751256912009,0.7443560941929757,0.041034011245930424,0,0.3542660890033724,0.9262936506738754,0.0032592690916875,0.39506022900927473,0.11563149788227545,0.5432555087319895,0.6667404416578127,0.1495429380383726,0.5984979995562865,45.7957,12.5996,40.9299,Efficiency
Restoran Jaya 1369,1274055,27,1,3,0.07949174835268746,35,0.5014373602112323,0.34267372721707257,0.8434072918726451,2,1074.131371692301,24,0,2,0,0.41839462336950595,0.9240140217089986,0.8124309798841954,0,0.1524240251000336,0.59425778177935,0.36553100334915734,0.31879856144265695,0.9602363864014261,0.024019289128100252,0.46453968664922396,0.3341468821441883,0.9137515458818569,52.5859,48.1797,70.3983,Sustainability
Gerai Indah 1370,1387445,68,1,1,0.7600472059609774,6,0.3739350261713894,0.4467221241740047,0.705142438948597,2,50.0,9,1,1,0,0.30083688474733616,0.7640146726838946,0.32357055020288616,0,0.5914710645380462,0.5774300061347025,0.15606610343051952,0.6079619257661467,0.6482556600343636,0.9370948525052777,0.29844927903820195,0.6491361425798798,0.056888313358646636,34.5957,85.4019,18.2401,Equity
Warung Jaya 1371,1362552,44,0,4,0.444802991036633,21,0.22376402040769838,0.21659568212892244,0.6054286592160663,3,569.0325755723535,15,1,4,0,0.6077943229754469,0.010288624296051596,0.4023329082947821,0,0.9887973845467122,0.7395581474219493,0.30622638816925474,0.3575546184141152,0.22414340702500213,0.236986494270371,0.5565199958717059,0.6030924000929387,0.03145714137960842,12.2251,27.7921,41.0055,Sustainability
Bengkel Damai 1372,1399908,69,1,4,0.7261811220000153,26,0.5574116576468948,0.10022168466865089,0.9478261116537416,4,50.0,29,1,4,0,0.8365824682983837,0.6594457366873018,0.6241694403359278,0,0.16293679129548377,0.7910349825781056,0.16867667393584118,0.19166408652073819,0.12313420764690852,0.4446673542873134,0.9053093172941125,0.28906609038693376,0.5394865069465933,36.9629,69.0472,69.1479,Sustainability
Bengkel Murah 1373,1272258,31,0,6,0.6822871217636975,1,0.8894923457140883,0.14857847910886257,0.23041157061902195,3,690.9672262616384,27,1,4,0,0.009373611556478645,0.20953129212727273,0.9689072968898902,0,0.5361135961102921,0.4686167973025809,0.07322241081645164,0.9102864093780819,0.2574422469204325,0.15486049943053648,0.41517583134483826,0.9046595275895305,0.28516590657057805,39.2892,27.2915,9.6799,Efficiency
Warung Bahagia 1374,1239986,44,0,3,0.1353624617602578,17,0.593981788992325,0.1666548270035596,0.45488966246915363,2,495.02766821006,9,1,3,0,0.9360070717047891,0.605125870754873,0.6150980398232229,0,0.9601763191176566,0.16108025852386598,0.5532352036859696,0.5783856111358652,0.3713283329069208,0.3359570570494471,0.9659828694393638,0.09320552438796148,0.7617426737425292,40.5,20.4145,73.0426,Sustainability
Perniagaan Jaya 1375,1355232,36,0,4,0.1428879341922672,35,0.9196068617206368,0.19767343821589511,0.8647229656745954,1,50.0,20,0,1,0,0.11795337837424291,0.5711613768134053,0.11732830296568142,0,0.982313342465875,0.8556900874971262,0.7597695297366972,0.22828977326276623,0.8654694274824005,0.9126756905270186,0.7117044854559615,0.8775864577966552,0.9478005777785872,45.1803,15.7155,59.4022,Sustainability
Kedai Makmur 1376,1285595,45,0,3,0.7553420154341339,27,0.35691736959316356,0.4199602122261923,0.5517613076422437,4,457.22245082550404,10,0,1,0,0.899706123487349,0.9570464376089125,0.9025834219184607,0,0.48592455736826845,0.16498645802711231,0.49214741222412006,0.33153470858751266,0.6823936347885002,0.9800221756312028,0.6026076944469977,0.17331348455150575,0.15637466171462477,43.6,45.2137,60.9295,Sustainability
Bengkel Murni 1377,1301358,65,0,2,0.7212682934854172,2,0.6951379725274976,0.6238992690441536,0.24644513962611103,5,79.0758917815506,18,1,4,0,0.23355729970394,0.19028832383446448,0.22963996359939565,0,0.07309668220867871,0.9799850571335865,0.2869364041409943,0.5697544212675091,0.3601219883611274,0.28504932772340974,0.05974292351110966,0.5268689804658441,0.921897332166523,27.2859,48.8507,38.4992,Equity
Bengkel Jaya 1378,1264929,67,0,4,0.37803076687431036,36,0.6486654724626412,0.6288878380267325,0.2089164168422768,4,76.81540236399333,14,1,3,0,0.91703259204483,0.05050804677222731,0.7906365301400167,0,0.25002058457195575,0.36281616345286416,0.10108801900665432,0.12907763290431662,0.3260537662502341,0.8168558337888743,0.810090604007477,0.610696317755481,0.6383667410850874,21.6776,25.1212,82.8323,Sustainability
Bengkel Bahagia 1379,1273506,33,1,3,0.07742226333284008,1,0.6704338440627419,9.756956192685795e-05,0.752881001042301,3,81.53189875370666,27,0,4,0,0.787331084243691,0.6112765830661566,0.7476178689556026,0,0.7037527450542784,0.9514924930479669,0.8606291563195536,0.3842131802977884,0.2377115268238581,0.1622640814959455,0.6725432036822653,0.9355555524618855,0.6893727744934861,39.1969,48.0969,52.9244,Sustainability
Bengkel Jaya 1380,1234911,60,1,4,0.0120980216984522,10,0.6450420122407926,0.9209576668983999,0.012788894252088734,4,330.6533579046452,18,1,3,0,0.2691693324513311,0.34393665515917093,0.4150722328304468,0,0.06967309515715547,0.7017217826178498,0.6387684157665343,0.18634235840342817,0.11265285384667145,0.13768993074532132,0.1269245258813677,0.28811866379675377,0.29617133778485216,32.693,40.4839,27.1519,Equity
Restoran Indah 1381,1287127,55,0,4,0.28815694946174486,31,0.22165467493711677,0.8228471805323216,0.914192077402883,1,61.377832246702866,16,0,2,0,0.02827631166078759,0.7502144641953171,0.5221929963440578,0,0.6378292086751944,0.8651911234076676,0.15182443772698162,0.3645277512736591,0.8612872821477212,0.13716392340752193,0.010608409258312634,0.9171938499598229,0.4938296147187986,29.7173,21.5263,39.1959,Sustainability
Kedai Murah 1382,1362893,42,0,4,0.009222273587226937,37,0.14359089828314897,0.9639380394360398,0.01841798811520301,4,67.14055019414421,28,0,1,0,0.7158432079372505,0.9932148550117847,0.22861650686819435,0,0.450400013173314,0.9425697375922716,0.2970023086425868,0.43573074563156344,0.47168326146099093,0.9424457331415055,0.9356994281428882,0.9679409077857275,0.793454355749359,34.7181,10.3689,80.1874,Sustainability
Kedai Setia 1383,1391607,62,1,5,0.2300726211037034,5,0.9786282562320586,0.35998634473019286,0.6309890468807041,5,147.9700287286507,5,1,3,0,0.8217627448420654,0.40136503697796655,0.7025914750960031,0,0.18069089395438176,0.6694631363838263,0.7834611695904037,0.5499102799015644,0.9462018170654033,0.7000799698816984,0.19845275057272294,0.9594782796593203,0.794607440367641,42.7529,44.2029,60.4587,Sustainability
Kedai Setia 1384,1313453,25,0,4,0.41950074021133854,13,0.0452951288425012,0.664799276689397,0.6047479614420073,3,50.0,10,0,4,0,0.6797640889071814,0.1518487465211973,0.979266608863546,0,0.09957646782705831,0.780327687389681,0.7604629025657338,0.022701728658964693,0.7798331840153002,0.5786227233021047,0.4219664852970494,0.5140637904200583,0.7669740254688172,6.3715,26.78,59.9498,Sustainability
Bengkel Indah 1385,1284458,66,0,3,0.1214157653119542,24,0.4677364870282703,0.1680207492560971,0.578411151054781,3,161.33677580849522,20,0,3,0,0.3816663075660861,0.5541135525872803,0.4271738097206964,0,0.6829736261901251,0.20311372754097223,0.6638685174547156,0.6929220537280919,0.693199999159846,0.1900891261130807,0.41883383466864343,0.15938734159067092,0.6701051674894406,32.1308,19.8566,53.3698,Sustainability
Restoran Makmur 1386,1212175,24,1,5,0.10427775783154625,27,0.4250803171418619,0.817033027220336,0.47434305086675554,2,481.7013464349694,6,1,3,0,0.12739214597437876,0.3461765708407055,0.9979166161124385,0,0.17608398979563278,0.3819913772535436,0.09320936049776107,0.9118484993677071,0.34615055683160945,0.5298807968165512,0.0859672675310933,0.5262058727979912,0.4140506300677086,27.5426,39.1711,37.7672,Equity
Bengkel Murni 1387,1319235,62,1,5,0.8964374357187366,1,0.36001895821507623,0.16136772295436885,0.8524303326886111,3,460.11243095689474,9,0,2,0,0.34704872205090453,0.7946801909825117,0.25239746240337324,0,0.5227250900488969,0.4005620808362146,0.6448292676858698,0.3020105284487479,0.47085369150374634,0.994106799652007,0.804156787686027,0.8135772142213062,0.35990547823567354,38.8484,70.8575,25.4291,Equity
Perniagaan Murni 1388,1254771,44,1,2,0.5854700290228892,20,0.7819838535767095,0.3259857008077496,0.6593328702904843,5,1745.5662114376235,23,0,4,0,0.26858396808252794,0.5343415480089495,0.12060777518131216,0,0.4930251755882995,0.1708056259801506,0.6103329514624314,0.10383154444386788,0.2373292068607874,0.8258419675074652,0.6036617908924118,0.36113121784998947,0.03569113742148189,55.452,73.4188,26.8141,Equity
Kedai Runcit Murah 1389,1327157,37,1,1,0.9344556867627815,8,0.7453502883125159,0.4908348559469833,0.7818622814993935,5,63.70654752135277,16,1,1,0,0.7230897081587114,0.9081854388824014,0.9984892024699603,0,0.673639281066248,0.5605624989677699,0.6098873103818558,0.9020428403858002,0.7995475831737641,0.9866314768813828,0.5350897865728905,0.770796311150554,0.8968516166572821,50.1886,92.3782,61.8291,Equity
Kedai Runcit Murah 1390,1321300,32,0,2,0.3458261637856792,3,0.9052249235299403,0.5945316688527504,0.11552180597918982,3,1003.3607830460671,28,0,3,0,0.15936091699966903,0.8381716839423667,0.37607557016064175,0,0.43131728148841175,0.745820790198049,0.8227502408857831,0.42663426017351636,0.466286439199293,0.012154058291599434,0.8629322199605558,0.5823155845139114,0.7328681688486499,61.4771,33.833,30.6105,Efficiency
Bengkel Indah 1391,1286925,62,1,3,0.6771449373291631,32,0.3954875261869222,0.5596330242867316,0.049898637457442385,4,248.12432621626894,11,1,4,0,0.8195425859108331,0.9141167568543487,0.8593597779311185,0,0.9154036403672805,0.2520617086614394,0.11853381825207165,0.6878917036833894,0.7891376654443012,0.5558139040835903,0.9103003732842547,0.5376737132195732,0.3919183334111953,41.5571,72.0858,68.5393,Equity
Kedai Runcit Bahagia 1392,1266358,33,0,6,0.2046916746217904,25,0.5641795279294597,0.10209601170999727,0.02852850892977865,5,244.7247710627371,20,0,1,0,0.6119425155290952,0.2990543601028266,0.02950913740516281,0,0.8524284584383494,0.7263880545976948,0.02629939885055732,0.6138297558160152,0.08213257611367053,0.2913726031246635,0.12866564432996275,0.39035804954847464,0.052309699502525286,28.1349,8.1877,44.797,Sustainability
Gerai Setia 1393,1348399,47,1,4,0.6183403172799412,25,0.8923070473421206,0.421676002863851,0.14720598547359276,3,214.4775888079096,23,1,3,0,0.48256867103200274,0.902763902645518,0.6280962760577857,0,0.8175048923759454,0.8252740019305521,0.23108276333014477,0.8551884788896047,0.31465251717067333,0.33129402972053945,0.6875978239918599,0.6838146408085085,0.2449484051393953,55.8134,64.7336,45.4012,Equity
Gerai Damai 1394,1247057,37,0,4,0.1295857300099844,14,0.9938480628553844,0.9229092642058225,0.6670078902544158,3,66.61516551289043,18,1,3,0,0.3602321405501301,0.8664297143957629,0.003314403397516763,0,0.277289430530929,0.015167270421281076,0.1099401777481237,0.48742184293025526,0.08783559531593832,0.05698614191302975,0.2682934580017672,0.36996687399378125,0.6755432998841604,56.4175,15.1834,45.1756,Efficiency
Warung Indah 1395,1206150,47,1,5,0.002080639176285759,27,0.9692943623653549,0.8723685277518516,0.4940217557411708,4,325.52783172729346,5,1,4,0,0.5074936601461147,0.6270099843115882,0.5045035083313951,0,0.9849486554342944,0.8399614655620622,0.7634320190523093,0.7020651960532349,0.5900325207439627,0.673098689969514,0.7804188018986102,0.451454777560915,0.7621139422284038,50.8659,35.0832,63.4132,Sustainability
Warung Maju 1396,1204425,46,0,4,0.931531801409579,32,0.7178438712687342,0.5907835232546398,0.7522522561620709,3,774.1195967732621,28,1,1,0,0.5401489131443724,0.9104393046400154,0.7365595847471672,0,0.5241613137935505,0.21684646090865212,0.07836559442556401,0.046905209578103846,0.7237138705767515,0.8539517219751079,0.1167890477608221,0.11351082406234647,0.9298876889913879,55.9274,47.2613,73.5026,Sustainability
Kedai Runcit Murni 1397,1216032,51,1,3,0.5548943761752093,27,0.1432275578101796,0.5723245754536014,0.1917303367421075,1,1041.4533979628984,27,1,1,0,0.23698490829089902,0.05423708877390121,0.6213509578526436,1,0.9766290845335933,0.016940157045213455,0.36333745288917474,0.009891442271430795,0.7847866264483823,0.24494922491116788,0.18799304495685176,0.7656575722177115,0.7372479041243316,15.4474,67.1958,51.8468,Equity
Gerai Murah 1398,1202198,66,1,6,0.9269406627820395,4,0.023186011793026595,0.11167518264933018,0.3669630419704616,2,1646.5203741132286,9,0,2,0,0.9887545623436163,0.7856295828211107,0.6276350964661471,0,0.8409696396215297,0.8014568029431157,0.8984649052025319,0.777859634106833,0.37039582252596914,0.5226645704013344,0.21297839116271977,0.6069145020684799,0.6542462188736962,39.321,67.0776,62.1776,Equity
Gerai Murni 1399,1391572,28,1,5,0.33383152370207203,39,0.8252183564029418,0.2002594523103034,0.888497548549545,5,769.2392878217471,11,1,2,0,0.9095476582085102,0.14551144121516268,0.3266044944204285,1,0.8649223544489786,0.7888586523623372,0.8974244630025184,0.7696332933093255,0.13681893747526308,0.05211858682412551,0.6230145867755594,0.7281832972892132,0.921954188246868,36.1561,48.3533,93.2905,Sustainability
Kedai Sejahtera 1400,1384466,59,1,5,0.3277860691617568,11,0.8409420244918254,0.25263974260409605,0.9357145460285333,4,487.8766860990625,9,0,4,0,0.39079796025888547,0.3409068233350925,0.6337347626927402,1,0.7057975350723945,0.013913714548372536,0.3582074411468932,0.15258874858173954,0.9684506441311078,0.28061352958933583,0.6679708004409859,0.9598570301300685,0.35088739559983095,39.9168,48.1114,34.4085,Equity
Restoran Murni 1401,1351151,51,1,4,0.4006550017730317,3,0.7463609082634696,0.48819572852380566,0.9217291549891717,4,344.1134323020049,4,1,1,0,0.2540215846578251,0.7295838617400087,0.8547627625785778,0,0.1738256524939672,0.07161804298355168,0.6049191165436703,0.6173019324894774,0.18995657581624725,0.22240898351765281,0.9185817409615417,0.25538684966382896,0.8482807425390207,47.4251,56.0262,37.8593,Equity
Perniagaan Bahagia 1402,1367292,39,1,4,0.7060409839581683,25,0.2799234859992201,0.7313560480957187,0.8183050442007626,2,1039.3099460687288,8,0,3,0,0.30704537858384795,0.20968392750058518,0.49664320613950286,0,0.9580214399067675,0.9214757415135804,0.19690056272744183,0.334534009868083,0.3229250607716645,0.9757406014551774,0.07412702518501202,0.7165232662903874,0.7371773547018493,24.1921,68.2416,53.1471,Equity
Bengkel Murah 1403,1372946,47,1,2,0.5658086341861742,24,0.6398178595985267,0.4607253556042582,0.6882358785978919,1,672.6023263867579,5,0,4,0,0.9801678030439074,0.23120475105483573,0.5417038453001618,0,0.400213951201258,0.9052227263219121,0.0774138256745982,0.1962936233571635,0.3047315875510277,0.5008157241732216,0.6842264961776499,0.3295888213588861,0.42523267877273596,32.2812,72.6323,69.9637,Equity
Bengkel Indah 1404,1344931,52,1,4,0.9253549070991179,9,0.31624844181527423,0.12606104183739775,0.9136778940274637,2,87.9261692744198,3,1,2,0,0.40706455324234425,0.21204708471424327,0.8383867251335713,0,0.9435817313069439,0.5222245095740013,0.7646121337174779,0.9381765543588921,0.7699830730037951,0.21640631961267376,0.012491448959693008,0.2020559670608708,0.5782760900442631,16.6529,77.0142,40.3809,Equity
Perniagaan Bahagia 1405,1381532,23,1,6,0.025440901132439353,8,0.4506482461009247,0.4393488770113805,0.7141815918326391,3,573.7182528626927,29,0,4,0,0.9119301002614097,0.45623842434490025,0.12185268505558744,0,0.8776499256989003,0.8541277761304071,0.007266363166613443,0.9339668198495423,0.8364987906598366,0.13225262037148655,0.5093037257359498,0.5379283243352323,0.1948630986583062,32.4529,31.0176,48.3231,Sustainability
Gerai Setia 1406,1362491,65,1,3,0.7081959379725364,39,0.3824350849805105,0.16263325374888837,0.9539362487254938,4,281.9713409157854,22,1,1,0,0.059023684908281915,0.08098502227615545,0.6010868751900487,0,0.8224091289789138,0.29812288526422515,0.8288422609969355,0.6751511154690534,0.2854357626540168,0.7761726853509731,0.46049023428482694,0.9622190557646195,0.09330853930896488,16.4811,73.3278,34.4102,Equity
Kedai Runcit Maju 1407,1318865,53,1,4,0.3303276893665543,31,0.9136400867900556,0.7511473516928845,0.02478833203688846,3,452.9223379735812,4,0,4,0,0.7767963493924918,0.8865219386407357,0.4744294969210845,0,0.008129995638217813,0.15475964635605655,0.33675213409331883,0.994443087379749,0.2833093996428694,0.04526722739219258,0.045041257088315856,0.9542267945272989,0.28672369367042605,58.1466,53.2131,62.9236,Sustainability
Perniagaan Sejahtera 1408,1339777,67,1,4,0.18023365181846118,17,0.23415733074387557,0.166500860404579,0.9216420858945771,4,1143.1250384859018,29,1,2,0,0.7621259360962134,0.7297246555801451,0.4172713324109394,0,0.5766249944936712,0.9760556528537607,0.13229712860736786,0.17693734671164985,0.6897745855356107,0.1374876623133574,0.18680373125989636,0.9082535840067655,0.3143768694458646,39.3697,47.2093,52.6663,Sustainability
Gerai Makmur 1409,1373952,22,1,2,0.510395622520099,31,0.5776109045737502,0.4825339895444567,0.5557405361393748,4,528.5968262637571,16,0,1,0,0.6509865993125802,0.5135101833908124,0.40764129197798427,0,0.24400748433955433,0.5780258299269907,0.5056800710814663,0.8281952344866272,0.8589544776956497,0.05121003941793678,0.801800118453733,0.495313195117832,0.5445631833500691,37.5673,70.4158,65.6264,Equity
Perniagaan Indah 1410,1223236,45,1,4,0.505063784179996,4,0.36098152903385916,0.693413602661093,0.11179775182045826,3,1396.1858419031123,13,1,3,0,0.1211182580737854,0.084210026662763,0.6328568606510329,0,0.8805297334245737,0.29628460196933026,0.9726098377035148,0.5610426565013134,0.15133173705876968,0.36684896231918185,0.3040770370850795,0.6458070971895938,0.13925342326962653,26.1231,60.2026,12.0223,Equity
Warung Murni 1411,1287955,27,1,2,0.1370110286884284,4,0.6630711119142257,0.22819806394520858,0.21491126973729469,2,1006.3390310398446,3,0,2,0,0.9813992769372434,0.12432781014846539,0.8975841170219405,1,0.7015278045841482,0.517352108309122,0.7357162780548987,0.18157853298625803,0.9838033029880772,0.9435825965096433,0.48208192682528206,0.06822045313729341,0.14787454680948653,32.8244,55.4804,46.6922,Equity
Perniagaan Jaya 1412,1303145,25,0,4,0.20189605613288986,37,0.564563141177475,0.07603010763732643,0.8521592839149136,5,68.99996723060626,4,0,2,0,0.21277956384918884,0.09846762859084013,0.6500596519780011,0,0.6487007215430869,0.6011550366179815,0.7600957538128567,0.6245399541002827,0.6831870710052423,0.2353714817640883,0.3942691750004227,0.16470798761426153,0.06100364187579499,20.5219,18.0758,38.0913,Sustainability
Bengkel Maju 1413,1346430,35,1,2,0.4081646649015549,8,0.9239776813659405,0.5632994760747487,0.506116954846516,5,50.0,29,0,2,0,0.7097120805731227,0.014749423834616304,0.2643697368373993,0,0.9045121081403421,0.3312208046475954,0.40701993596732267,0.9920924937063774,0.3016094906094102,0.3750144001655179,0.18561696402990402,0.2696602644571212,0.9847949729545366,28.619,66.3266,63.9323,Equity
Perniagaan Jaya 1414,1294914,43,1,6,0.40881141239231533,6,0.10161215170121318,0.05420266350439251,0.9828177234952366,2,242.58820487858821,1,1,4,0,0.7514761971946291,0.6670911710261993,0.13780410764694173,0,0.29567343808982527,0.7670020762829478,0.45003764780428346,0.22224639339594898,0.7654980943624081,0.733961052032893,0.9409800133943074,0.24885282616837456,0.3917434559767986,25.2794,46.3525,46.3114,Equity
Kedai Runcit Maju 1415,1302870,67,1,3,0.3175581396196847,9,0.2206408397567634,0.587768642968168,0.11753110950497103,1,1002.4639255385508,26,0,2,0,0.7599189183354813,0.5101497549040568,0.9782448976858168,1,0.10786903362101663,0.039931024514784474,0.8436182817600001,0.46800058863192673,0.0469948352725581,0.203873163032131,0.05295740051412978,0.8912193764039265,0.17027007333537358,31.0907,57.7023,42.2549,Equity
Bengkel Murah 1416,1316243,58,1,3,0.14854515150998093,8,0.7663479638310559,0.7534985375862014,0.41250346390012915,2,130.76420220953582,8,0,4,0,0.8260050099818503,0.38206405942159294,0.3041541553326722,0,0.3053699682048172,0.24141881437234536,0.08408418147861829,0.09828276465931718,0.9100131736563056,0.28660020789629614,0.46222763948663714,0.5090729792318766,0.9479339418712852,35.6481,50.9418,67.4782,Sustainability
Gerai Bahagia 1417,1214596,49,0,2,0.004373679100979522,32,0.3687868398948434,0.3293159916723065,0.3318744430807601,2,587.8545429865283,9,1,4,0,0.9891240808314582,0.34753359012238094,0.4661857313601879,0,0.18350354498311328,0.3121293764498324,0.05481793997572315,0.263270846829204,0.476996769416834,0.3869324642483195,0.33635118261540553,0.42834850221649223,0.07785862831289814,26.8652,20.1749,65.9007,Sustainability
Warung Makmur 1418,1364644,64,1,6,0.9702350624280206,15,0.16578378622872392,0.48834940908069213,0.5161354360649217,2,323.12737866973873,22,0,1,0,0.09599010253360185,0.46138659597385,0.01734380428817961,0,0.2526432486736663,0.7235307257233444,0.6893035568665288,0.2961529361484916,0.21255575851912523,0.9543221882343804,0.6667479606308672,0.08959544896895277,0.0690526124956885,21.7699,68.8094,17.1612,Equity
Restoran Bahagia 1419,1332351,32,1,4,0.943499229703927,18,0.5033212592453877,0.9287618382249465,0.6334378188697185,5,685.3636011282936,5,1,1,0,0.47218914752486496,0.4749608232652146,0.8111684896203795,0,0.5662764971565651,0.7964674249047415,0.2725845249354556,0.5735023801581913,0.6761131086234133,0.5443198535782423,0.6469926843567928,0.7784284097921959,0.9994301956384147,35.6157,77.74,62.3705,Equity
Gerai Maju 1420,1394269,24,1,4,0.4836503791761352,23,0.6521420616113862,0.4711088641755524,0.6616294693816545,4,90.14793233394023,12,1,2,0,0.974840535934886,0.1390771829619557,0.7931031574783686,0,0.45536409121103805,0.6250712912256075,0.9993103113518562,0.06672868925055275,0.09307579951601341,0.4377734924870803,0.6967011996684868,0.0035814095200203955,0.4596096964401406,24.5609,59.346,70.0319,Sustainability
Warung Setia 1421,1311496,44,0,4,0.9950517532750057,5,0.04482671415349859,0.9965540613933889,0.0012958799117780417,1,136.6207795019815,9,1,4,0,0.8820853136177906,0.5315347368026463,0.6946871065714708,0,0.9809841299935409,0.33155996862243076,0.9943614601164176,0.8841442140095844,0.47482712264711047,0.40151110357366404,0.49917948153228653,0.8460596576731906,0.4454176435489994,18.5402,49.8021,52.3959,Sustainability
Warung Jaya 1422,1330273,39,1,4,0.6736543307822432,27,0.2916218893674447,0.1570024113576729,0.08896043378156793,1,138.88202254313077,4,1,3,0,0.9906203831435978,0.04802747619275449,0.35606462326181687,0,0.4184759934515634,0.26157068276616746,0.6427509266975324,0.9599736001979202,0.9389025549739124,0.38941408396419885,0.11067222239148844,0.18107671167319828,0.3045597518657617,11.4595,66.9462,69.0116,Sustainability
Perniagaan Sejahtera 1423,1393588,37,1,2,0.06885753760754154,33,0.8094225376960429,0.7089339024832891,0.03506383365595189,1,397.55209570087044,17,1,4,0,0.5824345557357055,0.9386463905517113,0.37363045530944006,0,0.1518026893185791,0.39698616877606807,0.4628747988594317,0.6802067794238261,0.638552967608302,0.9092150855607549,0.5032622089341724,0.4991450296063312,0.5069465374547321,56.0775,52.7543,63.2558,Sustainability
Kedai Runcit Sejahtera 1424,1338155,66,0,4,0.11771819908262737,2,0.5202445666101942,0.652618598197254,0.8645991463982773,3,170.9807580566885,12,1,1,0,0.6728493647478991,0.7142180744142123,0.4960089644504292,0,0.8748781815303832,0.4392920418315902,0.007819180186630303,0.6700891420741386,0.09448190493743125,0.7775197374887857,0.8792336667787664,0.35330239300694277,0.7916592719969527,38.5974,14.7087,52.1638,Sustainability
Kedai Runcit Makmur 1425,1320674,37,0,3,0.9161108438696377,38,0.03537921517331999,0.8723048135263272,0.3132922531596556,2,834.9188326098762,13,0,1,0,0.2638033542597814,0.009458428511014638,0.40200137877543407,0,0.2763629232132254,0.5944475191822605,0.6019138089017537,0.3002163506627269,0.8763179943434249,0.18763064618172176,0.3287638306052978,0.9317909645805876,0.8919269893780981,8.98,51.6444,65.8099,Sustainability
Restoran Makmur 1426,1320307,21,0,6,0.6300522021496284,28,0.28195100527470085,0.09244321199054073,0.3670634418763643,4,212.93153390444917,11,0,4,0,0.45833017519339414,0.28883165114490483,0.16844103557433832,0,0.10785271958250076,0.6776739177153154,0.0894422210299397,0.8928894285796175,0.8294310325086782,0.31896022830244186,0.8861560793712411,0.9664016539923925,0.7072962044481585,19.0706,25.2021,60.5521,Sustainability
Perniagaan Makmur 1427,1348843,29,1,4,0.8431836266573511,24,0.6391406559794214,0.2802065915018167,0.45037124894669267,4,540.6580894296005,23,1,4,0,0.020948803653910608,0.9827215822713216,0.23102701939055414,0,0.6588372487091143,0.378097388395907,0.9040506762441225,0.8204847948390475,0.7396274388038517,0.8479050901039,0.7028430591564996,0.8117983298533764,0.10066720433949128,53.5999,73.7273,21.858,Equity
Perniagaan Bahagia 1428,1361047,64,0,4,0.8982696496338443,21,0.19935946957802475,0.13217922576033525,0.8493043972535758,3,1483.1050476110147,17,1,4,0,0.719720795926396,0.04845682065178025,0.33082626395172887,0,0.2563474420403199,0.12005917549837986,0.11465764631852104,0.11831629397254528,0.16339428407972012,0.7503053494003278,0.9485129642059992,0.6173351940439028,0.32415183624149013,20.9966,45.9308,54.2634,Sustainability
Bengkel Murni 1429,1376720,69,0,2,0.4479420112823861,31,0.8273914062194143,0.9330951222719215,0.014166260962134913,5,466.8757916775078,15,1,3,0,0.9258773771855893,0.14672541198161138,0.019890508427114373,0,0.015989281904058794,0.4394744647652763,0.0993042440351457,0.7165300242743802,0.6177483995197965,0.10368541541788046,0.4881290679372412,0.5099322468642742,0.9530184551555694,33.4928,37.9177,88.8756,Sustainability
